,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,頭馬距離,沿途走位,完成時間,獨贏賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
7,8,9,珍珠鳳凰(B201),陳嘉熙,文家良,117,1036,12,3-3/4,14 14 12 8,1:22.55,117.0,2020-11-29,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",2,14,False,False
8,9,10,冠軍名駒(D155),莫雷拉,丁冠豪,124,1173,9,4-3/4,7 6 6 9,1:22.75,10.0,2020-11-29,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",2,14,False,False
11,12,11,怡昌勇士(E025),楊明綸,大衛希斯,124,1078,11,8-1/2,5 2 2 12,1:23.35,29.0,2020-11-29,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",2,14,False,False
10,11,12,尖辣椒(D286),波健士,沈集成,121,1219,3,6-3/4,1 1 1 11,1:23.03,141.0,2020-11-29,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",2,14,False,False
9,10,13,無極戰士(D073),彭國年,姚本輝,118,1176,6,6-1/2,6 3 4 10,1:23.00,169.0,2020-11-29,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",2,14,False,False
13,14,14,鐵胆威龍(C015),巴度,蘇偉賢,116,1186,14,9-1/2,11 9 8 14,1:23.49,17.0,2020-11-29,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",2,14,False,False
2,3,1,二郎(C019),周俊樂,告東尼,126,1155,1,頸位,2 2 2 3,1:34.16,4.7,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,True
6,7,2,百步穿雲(A165),郭能,賀賢,132,1135,11,2-3/4,3 3 5 7,1:34.54,34.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
11,12,3,黃金甲(C071),史卓豐,羅富全,132,1154,7,5-3/4,1 1 1 12,1:35.02,115.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
10,11,4,達龍駒(C075),楊明綸,大衛希斯,128,1105,3,5-1/2,9 11 11 11,1:34.98,128.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
9,10,5,喜蓮騏星(C165),彭國年,告東尼,125,1056,5,4-1/2,13 13 13 10,1:34.83,40.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
8,9,6,友誼至好(C050),薛恩,姚本輝,125,1014,10,3-3/4,10 10 9 9,1:34.71,23.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
7,8,7,龍鼓飛揚(C120),潘頓,呂健威,122,1145,13,3,12 12 12 8,1:34.58,14.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
3,4,8,超級綠洲(D085),梁家俊,姚本輝,121,1140,2,1,7 6 7 4,1:34.27,11.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
5,6,9,非凡才子(C095),巴度,容天鵬,119,1148,6,1-1/2,5 5 3 6,1:34.34,9.7,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
4,5,10,將悅(D022),賀銘年,韋達,117,1259,8,1-1/4,11 9 10 5,1:34.29,31.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
1,2,11,幸運快車(D026),波健士,蔡約翰,115,1151,9,頸位,8 8 6 2,1:34.15,5.1,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,True
0,1,12,達心星(D088),莫雷拉,方嘉柏,116,1148,4,-,4 4 4 1,1:34.10,2.5,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,True,True
12,13,13,勁無比(B034),黃俊,羅富全,108,1129,12,6,6 7 8 13,1:35.08,262.0,2020-11-29,7,沙田,第一班,1600米,好地,"HK$ 3,000,000",12,13,False,False
12,13,1,嘜誰嘜誰(C323),彭國年,告東尼,133,1182,11,10-1/2,12 12 11 13,1:35.86,35.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
10,11,2,精彩非凡(D327),郭能,方嘉柏,128,1200,7,9,4 4 5 11,1:35.63,6.8,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
1,2,3,志在四方(C140),周俊樂,韋達,121,1122,1,頸位,6 5 2 2,1:34.24,6.7,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,True
9,10,4,精準快車(D198),薛恩,姚本輝,127,1013,14,4-1/4,7 8 8 10,1:34.89,57.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
6,7,5,佳運來(T380),史卓豐,徐雨石,125,1058,2,3,11 11 10 7,1:34.67,31.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
11,12,6,赤火驍龍(D419),梁家俊,賀賢,124,1246,13,9-3/4,13 13 12 12,1:35.77,296.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
5,6,7,威闖(D168),潘頓,大衛希斯,123,1063,9,2,10 10 9 6,1:34.50,13.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
7,8,8,疾風明駒(D426),賀銘年,蔡約翰,122,1119,12,3-1/4,1 2 3 8,1:34.72,18.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
13,14,9,紅海之星(D317),黎海榮,文家良,121,1002,10,16-1/4,9 9 14 14,1:36.78,374.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
3,4,10,美麗日子(B076),陳嘉熙,容天鵬,113,1156,3,1-1/4,2 1 1 4,1:34.40,13.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
4,5,11,歡欣福星(D273),巴度,呂健威,119,1006,6,1-3/4,5 6 7 5,1:34.48,8.7,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
8,9,12,恆駿寶駒(T262),楊明綸,蘇偉賢,116,1139,5,3-1/2,14 14 13 9,1:34.73,132.0,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,False
2,3,13,浪漫組合(D271),波健士,沈集成,116,1133,8,3/4,3 3 4 3,1:34.32,7.8,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,False,True
0,1,14,超勁勇士(D298),莫雷拉,羅富全,116,1090,4,-,8 7 6 1,1:34.19,2.6,2020-11-29,9,沙田,第三班,1600米,好地,"HK$ 1,500,000",14,14,True,True
3,4,1,甲烷(C469),周俊樂,霍利時,126,1073,2,4-3/4,2 2 3 4 4 4,2:18.03,4.2,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,False,False
1,2,2,高瞻遠矚(B345),史卓豐,苗禮德,132,1020,4,1/2,6 5 5 7 6 2,2:17.35,3.7,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,False,True
8,9,3,中華之光(A168),莫雷拉,葉楚航,130,1114,6,29-1/2,8 8 8 2 3 9,2:21.96,22.0,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,False,False
5,6,4,情趣(V114),郭能,霍利時,129,1164,7,6,9 7 7 8 5 6,2:18.20,41.0,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,False,False
7,8,5,牛精輝煌(A118),彭國年,鄭俊偉,125,1128,8,20-3/4,4 3 2 3 7 8,2:20.60,37.0,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,False,False
0,1,6,動力飛鷹(B072),巴度,沈集成,123,1212,1,-,1 1 1 1 1 1,2:17.26,4.4,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,True,True
4,5,7,龍戰士(C153),梁家俊,蘇保羅,117,1118,5,5-1/2,5 6 6 6 2 5,2:18.14,5.6,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,False,False
6,7,8,喜盈運(V337),波健士,何良,114,1133,3,7-1/2,3 4 4 5 8 7,2:18.45,10.0,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,False,False
2,3,9,靚紫荊(A135),田泰安,徐雨石,114,1064,9,4-3/4,7 9 9 9 9 3,2:18.03,8.4,2020-12-02,1,跑馬地,第四班,2200米,好地,"HK$ 1,000,000",6,9,False,True
4,5,1,路路富貴(C442),薛恩,苗禮德,133,984,7,2-1/2,12 10 9 7 5,1:51.32,17.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
2,3,2,睡眠攻略(C493),巴度,霍利時,133,1154,10,1/2,5 7 7 8 3,1:51.04,11.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,True
9,10,3,赤火神龍(A350),郭能,賀賢,133,1133,8,4-3/4,6 5 2 2 10,1:51.70,13.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
8,9,4,行樂之光(D331),何澤堯,方嘉柏,132,1102,3,4-3/4,7 6 6 6 9,1:51.67,14.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
7,8,5,星威(D295),莫雷拉,韋達,131,1061,12,4-1/2,11 12 12 10 8,1:51.64,53.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
6,7,6,千金一諾(V149),史卓豐,容天鵬,131,1149,5,3-3/4,8 9 10 11 7,1:51.53,9.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
11,12,7,火箭砲(C520),黎海榮,丁冠豪,129,976,2,9-1/2,9 8 8 9 12,1:52.46,218.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
10,11,8,總統之星(C170),陳嘉熙,沈集成,119,1067,11,6,3 2 3 4 11,1:51.88,18.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
3,4,9,百寶袋(D008),波健士,姚本輝,125,1073,4,1-1/4,1 1 1 1 4,1:51.14,2.2,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
1,2,10,拖板精英(C362),田泰安,葉楚航,123,1056,1,短馬頭位,4 4 4 3 2,1:50.94,7.2,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,True
0,1,11,旺旺寶駒(C418),梁家俊,何良,123,1056,6,-,2 3 5 5 1,1:50.93,12.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,True,True
5,6,12,為善聚樂(A249),彭國年,鄭俊偉,118,1011,9,3-3/4,10 11 11 12 6,1:51.53,16.0,2020-12-02,2,跑馬地,第五班,1800米,好地,"HK$ 750,000",11,12,False,False
4,5,1,飛馬輝煌(D337),梁家俊,丁冠豪,133,1107,10,2-1/4,2 2 5,1:11.02,3.5,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
3,4,2,東方繁華(D232),史卓豐,徐雨石,130,1059,4,1-3/4,10 10 4,1:10.92,13.0,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
11,12,3,活力爵士(D266),賀銘年,蔡約翰,128,1058,5,9,8 6 12,1:12.10,70.0,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
5,6,4,駿皇星(D144),陳嘉熙,文家良,120,1079,8,4,1 1 6,1:11.29,58.0,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
10,11,5,快樂歡騰(B272),薛恩,蘇偉賢,126,1174,9,8,3 5 11,1:11.91,10.0,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
0,1,6,冠鋒(D086),莫雷拉,方嘉柏,125,1113,3,-,5 4 1,1:10.65,6.5,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,True,True
6,7,7,小玩家(E066),田泰安,大衛希斯,125,1109,2,4-1/4,6 8 7,1:11.31,5.2,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
1,2,8,超組合(D493),郭能,葉楚航,125,1133,6,1-1/2,9 9 2,1:10.87,35.0,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,True
2,3,9,陽明亮亮(A359),何澤堯,呂健威,123,1021,11,1-1/2,11 11 3,1:10.89,16.0,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,True
8,9,10,醒旺財(D208),周俊樂,韋達,114,1101,12,5-1/4,4 3 9,1:11.48,6.0,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
7,8,11,威力爆發(D304),楊明綸,賀賢,120,1045,7,4-1/2,12 12 8,1:11.37,177.0,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
9,10,12,一路順風(C453),黃俊,苗禮德,112,1124,1,5-3/4,7 7 10,1:11.56,8.3,2020-12-02,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",6,12,False,False
0,1,1,超威星(D297),莫雷拉,羅富全,133,1066,1,-,5 5 1,1:10.06,2.2,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,True,True
5,6,2,得益良多(C353),陳嘉熙,大衛希斯,126,1083,8,7-1/2,10 10 6,1:11.27,18.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
2,3,3,富祿(C352),周俊樂,韋達,124,1105,11,3-1/2,12 9 3,1:10.64,14.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,True
9,10,4,全心全意(C254),波健士,姚本輝,128,1081,9,13-1/2,7 7 10,1:12.21,85.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
4,5,5,好好彩彩(B188),梁家俊,蘇偉賢,128,1256,5,7-1/2,2 2 5,1:11.26,4.3,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
1,2,6,桃花旺(C364),史卓豐,賀賢,127,1004,6,1,9 6 2,1:10.22,14.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,True
8,9,7,巴基勇士(D312),賀銘年,告東尼,125,1149,3,12-1/4,6 8 9,1:12.03,24.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
10,11,8,辣得交關(E118),巴度,沈集成,125,1141,4,14-1/2,3 4 11,1:12.37,11.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
3,4,9,管得掂(D248),何澤堯,呂健威,124,1101,10,4-1/4,4 3 4,1:10.74,8.5,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
11,12,10,翹軍(B424),田泰安,容天鵬,124,1137,2,20,8 12 12,1:13.26,15.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
7,8,11,威力喜(D074),黎海榮,霍利時,119,987,7,12,11 11 8,1:11.99,397.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
6,7,12,合金皇(D287),楊明綸,丁冠豪,118,1084,12,10-1/4,1 1 7,1:11.68,186.0,2020-12-02,5,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",1,12,False,False
11,12,1,正陽清風(B343),陳嘉熙,姚本輝,126,1188,1,14-1/2,5 6 12,0:59.20,16.0,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
6,7,2,時時好綵(E135),田泰安,方嘉柏,130,1108,4,5-3/4,9 8 7,0:57.80,5.5,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
5,6,3,亮先生(B179),黃俊,賀賢,124,1114,3,5-1/2,6 7 6,0:57.76,79.0,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
3,4,4,和氣生財(D110),巴度,蘇偉賢,128,1094,8,3-3/4,3 2 4,0:57.49,5.5,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
9,10,5,駿皇綵(A170),梁家俊,文家良,128,1035,6,7-1/2,8 9 10,0:58.07,49.0,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
1,2,6,南區寶(D149),莫雷拉,羅富全,127,1130,7,1/2,1 1 2,0:56.96,3.7,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,True
0,1,7,艮志騰雲(B119),薛恩,沈集成,125,1212,11,-,7 5 1,0:56.88,31.0,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,True,True
8,9,8,實力飛駒(V138),郭能,蘇保羅,122,1100,5,6-1/4,2 3 9,0:57.87,32.0,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
2,3,9,閃電精靈(D071),周俊樂,告東尼,114,1188,2,3/4,4 4 3,0:57.02,3.2,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,True
4,5,10,陽明滿滿(B047),何澤堯,呂健威,117,1100,12,5-1/4,10 10 5,0:57.71,77.0,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
7,8,11,過河勁卒(C381),波健士,蔡約翰,115,1070,9,6,11 11 8,0:57.84,10.0,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
10,11,12,有毅君子(D230),黎海榮,鄭俊偉,114,1289,10,8,12 12 11,0:58.17,210.0,2020-12-02,6,跑馬地,第三班,1000米,好地,"HK$ 1,500,000",7,12,False,False
5,6,1,扎西德勒(C084),巴度,韋達,133,1153,7,2-3/4,7 2 2 2 6,1:49.93,5.8,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
1,2,2,南莊加寶(B048),賀銘年,徐雨石,131,1098,2,頭位,8 7 6 5 2,1:49.53,8.3,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,True
8,9,3,水箭龜(C450),周俊樂,霍利時,122,1088,3,3-3/4,4 6 7 8 9,1:50.10,4.7,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
2,3,4,文武傳奇(B137),何澤堯,沈集成,120,1137,12,1/2,12 12 12 10 3,1:49.58,20.0,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,True
6,7,5,超班福星(C183),史卓豐,丁冠豪,120,1088,10,3,11 11 11 11 7,1:49.99,6.8,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
10,11,6,精彩有你(C394),彭國年,姚本輝,118,1092,5,6-1/4,2 4 3 4 11,1:50.51,10.0,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
4,5,7,神舟寶駒(C269),楊明綸,蘇偉賢,118,1190,4,2-1/4,6 8 10 12 5,1:49.85,39.0,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
7,8,8,桃花紅(D202),黎海榮,賀賢,117,1099,1,3-1/4,3 5 4 3 8,1:50.01,82.0,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
3,4,9,紅麗舍(A005),梁家俊,文家良,117,1153,11,2-1/4,1 1 1 1 4,1:49.85,12.0,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
9,10,10,興惑(B351),波健士,告東尼,116,1046,9,4,9 9 8 9 10,1:50.13,8.4,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
11,12,11,西利哥(D128),陳嘉熙,羅富全,112,1109,6,10,5 3 5 7 12,1:51.11,39.0,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,False,False
0,1,12,其利斷金(B426),田泰安,葉楚航,115,1148,8,-,10 10 9 6 1,1:49.50,6.6,2020-12-02,7,跑馬地,第三班,1800米,好地,"HK$ 1,500,000",12,12,True,True
1,2,1,超能力(D093),田泰安,韋達,132,1167,7,頸位,6 4 2,1:08.33,3.2,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,True
10,11,2,好好利高(C226),黃俊,徐雨石,127,1199,1,11-3/4,1 1 11,1:10.17,3.8,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
2,3,3,紅運大師(C287),史卓豐,蔡約翰,130,1067,11,2,2 2 3,1:08.61,6.3,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,True
5,6,4,鞍歌(A177),莫雷拉,姚本輝,126,1179,9,4,4 3 6,1:08.93,7.5,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
6,7,5,大紅包(B246),何澤堯,呂健威,125,1050,4,4-1/4,8 9 7,1:08.98,27.0,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
4,5,6,公証福將(A148),賀銘年,鄭俊偉,123,1184,12,4,12 12 5,1:08.92,33.0,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
11,12,7,辣臣(D199),陳嘉熙,羅富全,115,1018,8,13-3/4,3 7 12,1:10.50,22.0,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
3,4,8,馬友冠(C299),梁家俊,蘇保羅,121,1063,3,2-1/4,5 5 4,1:08.65,21.0,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
0,1,9,真妙星(C059),波健士,苗禮德,119,1209,6,-,7 6 1,1:08.29,28.0,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,True,True
9,10,10,喜佳龍(B377),巴度,方嘉柏,119,1180,2,6-1/2,9 8 10,1:09.31,14.0,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
7,8,11,醒目勇駒(B456),周俊樂,告東尼,114,1135,5,5,11 11 8,1:09.08,16.0,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
8,9,12,新力寶(A379),彭國年,蘇偉賢,118,1227,10,6,10 10 9,1:09.26,38.0,2020-12-06,10,沙田,第二班,1200米,好地,"HK$ 2,200,000",9,12,False,False
1,2,1,翡翠綠(C056),史卓豐,苗禮德,133,1109,8,3/4,4 5 4 5 2,1:49.12,9.5,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,True
3,4,2,團結一致(C494),田泰安,霍利時,132,975,2,1,5 6 6 6 4,1:49.14,8.8,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,False
9,10,3,旅英福星(C368),郭能,霍利時,131,1040,3,11-1/2,7 9 9 9 10,1:50.81,23.0,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,False
8,9,4,和平路(B161),薛恩,容天鵬,129,1123,7,10-1/2,10 10 10 10 9,1:50.66,30.0,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,False
4,5,5,皇帝賽(C249),彭國年,丁冠豪,127,1225,10,3,1 1 1 1 5,1:49.47,47.0,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,False
2,3,6,兩全其美(D205),莫雷拉,方嘉柏,123,1179,9,3/4,9 8 8 7 3,1:49.13,3.3,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,True
0,1,7,榮冠大道(V378),賀銘年,葉楚航,122,1179,4,-,6 3 3 3 1,1:48.98,6.5,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,True,True
7,8,8,尖子(C266),梁家俊,徐雨石,122,1111,5,7-1/4,8 7 7 8 8,1:50.13,24.0,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,False
6,7,9,甜酒杯(D247),何澤堯,方嘉柏,119,1212,1,5,3 4 5 4 7,1:49.78,3.0,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,False
5,6,10,加州明雋(B363),波健士,告東尼,116,1139,6,4-1/2,2 2 2 2 6,1:49.72,15.0,2020-12-06,1,沙田,第四班,1800米,好地,"HK$ 1,000,000",7,10,False,False
7,8,1,電訊驫馬(C181),何澤堯,方嘉柏,133,1155,10,9-1/2,7 6 8,1:10.65,6.4,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
0,1,2,高友之星(D384),陳嘉熙,羅富全,125,1181,3,-,2 2 1,1:09.11,5.5,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,True,True
11,12,3,膠囊大王(D490),郭能,葉楚航,125,1111,8,15-1/2,3 3 12,1:11.60,7.6,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
5,6,4,金津一號(D306),史卓豐,苗禮德,125,1062,9,6,8 8 6,1:10.05,3.9,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
8,9,5,彩虹之光(E051),周俊樂,韋達,118,1133,2,11-3/4,10 11 9,1:11.00,69.0,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
6,7,6,勝利波幅(D499),梁家俊,呂健威,125,1014,6,6-1/4,11 10 7,1:10.10,48.0,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
10,11,7,歡樂一生(T134),彭國年,鄭俊偉,123,1171,12,15,12 12 11,1:11.52,42.0,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
4,5,8,理想回報(A305),賀銘年,沈集成,121,1104,5,3-3/4,6 5 5,1:09.70,17.0,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
3,4,9,大軍閥(C113),莫雷拉,蔡約翰,118,1143,4,3-1/2,4 4 4,1:09.67,3.8,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
2,3,10,八進(B263),巫顯東,賀賢,114,1067,11,1-3/4,9 9 3,1:09.37,40.0,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,True
9,10,11,喜悅天空(C195),黎海榮,容天鵬,115,1089,1,12-1/2,5 7 10,1:11.11,172.0,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
1,2,12,中華威威(D075),田泰安,徐雨石,115,1210,7,頸位,1 1 2,1:09.15,12.0,2020-12-06,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,True
13,14,1,燈胆精英(A183),巴度,葉楚航,133,1184,9,11-1/4,7 3 6 14,1:41.53,19.0,2020-12-06,4,沙田,第五班,1650米,好地,"HK$ 750,000",10,14,False,False
